,overall
118177,5
118178,5
118179,5
118180,5
118181,5
118182,5
118183,5
118184,5
118187,4
118188,1
118189,5
118190,5
118191,5
118192,5
118195,2
118198,3
118200,5
118202,5
118203,5
118204,3
118209,5
118211,5
118212,5
118213,5
118215,5
118216,5
118217,3
118220,4
118221,5
118225,2
118226,3
118238,5
118240,5
118243,4
118245,4
118246,5
118247,3
118249,1
118252,5
118260,4
118262,2
118263,5
118265,4
118266,5
118267,5
118268,5
118269,5
118271,5
118272,5
118273,5
118275,5
118277,5
118278,3
118279,5
118280,4
118282,5
118283,5
118284,5
118285,4
118289,5
118290,4
118291,4
118293,2
118294,5
118298,5
118302,5
118303,5
118304,4
118306,5
118307,5
118309,5
118310,5
118311,5
118312,2
118313,5
118314,5
118316,5
118318,3
118322,5
118323,5
118326,2
118327,5
118332,5
118334,4
118335,5
118336,4
118337,5
118340,4
118341,4
118342,4
118343,2
118352,4
118353,3
118354,3
118355,2
118356,5
118357,5
118358,5
118359,5
118360,4
118361,5
118362,5
118363,5
118364,4
118366,5
118367,5
118368,3
118369,4
118370,4
118371,4
118372,4
118373,4
118374,5
118375,3
118376,5
118378,5
118379,5
118380,1
118382,5
118383,1
118385,4
118386,4
118387,5
118388,5
118391,1
118392,5
118394,1
118395,4
118396,5
118397,3
118398,3
118399,5
118400,4
118403,5
118404,5
118405,4
118406,4
118407,5
118408,5
118409,4
118410,5
118411,5
118414,5
118420,5
118430,5
118433,3
118441,5
118446,2
118448,4
118449,5
118450,5
118451,5
118453,5
118455,3
118459,5
118461,5
118466,5
118468,5
118469,3
118470,3
118473,2
118474,4
118477,4
118478,3
118479,5
118483,5
118486,2
118487,5
118491,5
118493,4
118495,3
118496,5
118497,3
118499,4
118501,5
118502,5
118503,5
118504,5
118505,5
118506,5
118507,5
118508,4
118509,5
118510,5
118511,5
118512,3
118513,5
118514,5
118516,3
118520,5
118526,5
118533,5
118535,2
118538,5
118542,5
118544,2
118547,5
118549,5
118550,3
118551,5
118556,2
118557,2
118558,3
118563,5
118567,5
118568,4
118569,5
118570,5
118571,5
118574,5
118575,2
118576,5
118577,5
118578,5
118580,5
118584,5
118586,4
118588,5
118591,4
118592,5
118594,5
118597,4
118598,5
118599,5
118600,3
118601,5
118602,5
118603,5
118604,5
118605,5
118607,5
118608,4
118609,4
118611,5
118614,5
118615,5
118616,4
118617,5
118618,5
118621,5
118622,2
118623,5
118624,5
118625,5
118628,5
118629,5
118630,5
118631,3
118632,5
118633,5
118634,5
118635,5
118636,4
118637,5
118638,5
118639,5
118641,5
118642,5
118645,5
118647,5
118648,5
118649,5
118650,5
118651,5
118653,4
118657,2
118668,5
118669,4
118671,5
118673,5
118674,5
118675,1
118684,5
118686,3
118687,5
118688,5
118689,5
118690,5
118692,5
118693,5
118695,5
118698,5
118699,4
118700,5
118701,4
118702,5
118707,5
118716,5
118717,5
118721,5
118722,3
118723,3
118724,5
118725,5
118726,5
118730,5
118732,5
118733,5
118736,5
118738,5
118740,5
118744,5
118747,5
118748,5
118750,2
118752,1
118753,3
118754,5
118755,5
118756,5
118757,4
118761,5
118762,5
118764,4
118765,4
118766,2
118768,3
118769,4
118770,3
118771,5
118773,1
118778,1
118781,5
118782,1
118785,5
118790,5
118791,5
118792,5
118795,5
118796,5
118797,5
118798,5
118800,5
118802,5
118804,5
118806,5
118812,5
118814,5
118817,1
118818,4
118819,2
118821,5
118826,5
118827,5
118828,5
118831,5
118833,5
118836,5
118838,5
118839,5
118840,4
118843,5
118845,5
118846,5
118855,5
118858,4
118859,4
118864,5
118868,5
118869,5
118871,5
118873,3
118876,5
118879,3
118881,3
118883,4
118884,4
118885,1
118886,5
118889,3
118891,4
118892,5
118893,3
118899,5
118901,5
118902,3
118918,5
118920,5
118921,5
118922,5
118923,5
118926,5
118927,5
118928,5
118929,5
118933,3
118935,4
118937,5
118940,5
118942,5
118943,5
118944,5
118948,2
118950,5
118951,1
118953,5
118954,5
118955,5
118958,1
118960,1
118963,5
118966,5
118967,5
118968,5
118969,5
118971,4
118972,4
118974,5
118975,4
118976,5
118977,5
118978,5
118979,5
118984,5
118985,5
118986,5
118987,5
118988,1
118991,4
118994,2
118997,5
118998,1
118999,1
119005,5
119006,2
119007,2
119010,2
119012,1
119014,2
119017,5
119018,5
119019,5
119021,4
119022,2
119023,5
119028,5
119029,4
119031,2
119039,5
119040,4
119042,4
119046,3
119047,5
119048,3
119053,5
119057,5
119059,4
119064,4
119065,5
119067,5
119068,5
119069,5
119070,5
119072,5
119073,5
119075,5
119076,5
119077,5
119078,5
119079,4
119080,5
119083,5
119084,5
119085,4
119086,4
119087,4
119088,3
119089,5
119092,5
119104,3
119107,4
119111,5
119112,5
119113,5
119115,5
119116,5
119117,5
119119,5
119122,5
119125,5
119126,2
119128,5
119129,5
119130,5
119131,5
119133,5
119135,5
119137,5
119139,1
119140,1
119141,1
119142,5
119143,4
119144,4
119145,5
119146,5
119147,5
119148,2
119149,5
119153,1
119154,1
119155,1
119156,5
119159,5
119160,3
119161,5
119162,4
119164,5
119165,4
119166,4
119167,5
119168,4
119170,5
119171,4
119174,2
119175,5
119176,5
119181,1
119182,2
119183,4
119186,5
119187,5
119188,4
119193,4
119197,5
119204,5
119206,4
119213,2
119214,3
119216,5
119218,4
119219,5
119220,3
119221,5
119224,5
119225,5
119226,5
119227,5
119228,5
119230,3
119231,5
119242,5
119243,1
119244,5
119245,5
119247,3
119248,2
119250,3
119251,5
119252,5
119253,5
119258,5
119259,5
119264,3
119266,5
119267,5
119269,5
119270,5
119272,5
119274,5
119277,5
119283,2
119287,5
119290,5
119291,5
119295,5
119296,5
119297,5
119300,5
119301,5
119302,5
119305,5
119307,5
119310,5
119311,5
119312,5
119313,5
119314,5
119315,5
119316,5
119317,5
119321,5
119328,5
119330,5
119332,5
119333,5
119335,5
119336,5
119337,5
119340,5
119343,5
119345,5
119347,2
119348,5
119349,5
119350,5
119351,5
119352,4
119353,5
119355,5
119356,5
119358,5
119359,2
119361,5
119362,1
119363,4
119364,4
119365,4
119366,2
119368,4
119369,5
119371,1
119372,3
119374,5
119375,1
119376,5
119378,5
119380,4
119381,5
119383,3
119384,5
119385,5
119386,5
119391,4
119393,5
119395,4
119399,5
119400,4
119402,5
119403,5
119404,5
119406,5
119407,5
119409,5
119410,5
119414,5
119416,5
119420,5
119421,5
119425,4
119426,5
119427,5
119428,5
119429,5
119430,5
119432,3
119433,5
119436,5
119437,5
119438,5
119439,5
119440,5
119441,5
119442,5
119443,5
119444,5
119454,5
119474,5
119481,1
119483,5
119484,3
119486,3
119487,4
119488,5
119490,2
119491,4
119494,4
119500,2
119501,3
119503,1
119504,3
119506,3
119507,3
119508,5
119509,1
119511,5
119512,5
119513,5
119517,3
119519,3
119520,5
119522,5
119524,5
119525,5
119526,5
119527,5
119529,2
119530,5
119531,5
119532,5
119533,5
119535,5
119539,5
119540,2
119542,2
119544,5
119545,5
119550,4
119551,5
119554,4
119556,5
119557,5
119561,5
119562,5
119563,5
119566,5
119567,5
119569,5
119570,4
119571,3
119572,5
119573,5
119574,1
119575,3
119576,1
119577,4
119578,5
119579,2
119588,5
119589,5
119597,5
119598,5
119599,5
119601,5
119602,5
119603,5
119610,5
119611,5
119616,5
119619,5
119622,4
119625,5
119627,3
119628,5
119630,5
119631,5
119634,4
119636,5
119639,5
119640,5
119641,5
119642,5
119643,5
119644,5
119645,5
119646,5
119647,2
119648,5
119649,5
119650,5
119651,5
119652,5
119653,5
119654,5
119655,5
119656,5
119660,5
119661,5
119662,5
119665,5
119672,3
119677,5
119682,5
119686,4
119687,5
119690,5
119691,4
119693,5
119694,5
119702,5
119704,5
119708,4
119710,5
119712,5
119713,5
119717,3
119719,5
119720,5
119724,5
119725,4
119726,4
119727,5
119729,3
119732,5
119735,5
119736,5
119743,3
119746,4
119748,5
119749,4
119750,5
119751,5
119753,5
119754,5
119755,5
119758,4
119759,4
119760,5
119761,5
119770,2
119773,5
119777,3
119779,4
119780,5
119782,5
119783,4
119786,3
119787,4
119788,2
119790,5
119793,4
119794,3
119795,4
119797,5
119800,3
119802,5
119803,4
119805,5
119806,5
119808,3
119809,4
119810,3
119814,2
119816,5
119817,2
119819,4
119820,4
119822,1
119824,3
119825,4
119829,3
119830,5
119831,5
119839,5
119840,5
119841,1
119843,4
119845,3
119846,4
119847,5
119848,5
119849,5
119850,4
119854,5
119855,4
119859,5
119861,4
119863,5
119865,5
119872,4
119876,5
119877,4
119878,1
119888,1
119889,2
119897,4
119899,1
119901,5
119906,2
119908,5
119909,1
119911,5
119913,5
119914,4
119915,5
119916,1
119919,5
119920,5
119921,5
119923,4
119924,5
119926,5
119928,5
119930,5
119933,2
119934,3
119935,5
119936,5
119937,5
119938,5
119940,5
119941,5
119947,4
119949,1
119951,5
119953,5
119954,5
119955,2
119956,5
119958,5
119960,5
119961,4
119962,4
119967,4
119970,4
119971,5
119973,4
119975,4
119976,5
119978,5
119980,5
119981,5
119982,5
119983,5
119984,2
119985,5
119986,5
119987,5
119988,5
119989,4
119990,3
119991,5
120000,5
120001,4
120002,4
120004,5
120005,5
120006,5
120007,4
120016,5
120017,5
120024,5
120025,5
120026,5
120027,5
120029,5
120031,5
120033,5
120034,5
120035,5
120036,5
120037,5
120040,5
120045,4
120046,5
120050,5
120051,4
120052,5
120053,5
120054,4
120055,5
120060,5
120062,4
120065,2
120066,5
120068,5
120069,5
120070,3
120071,3
120072,5
120075,4
120076,5
120078,2
120081,5
120085,5
120087,5
120089,3
120090,5
120091,5
120094,5
120095,4
120097,5
120098,4
120101,5
120103,5
120104,2
120109,5
120110,4
120112,5
120113,5
120114,5
120116,5
120119,5
120120,5
120122,4
120124,5
120125,5
120127,3
120130,5
120131,5
120133,5
120136,5
120139,5
120141,5
120142,4
120143,3
120144,5
120145,5
120146,3
120147,5
120148,5
120149,5
120150,5
120152,5
120153,5
120154,4
120155,5
120156,5
120157,5
120162,1
120163,1
120164,5
120165,3
120170,5
120172,4
120173,5
120174,5
120175,5
120181,1
120182,5
120183,4
120185,5
120187,5
120189,5
120190,4
120191,4
120195,5
120196,3
120199,5
120203,2
120204,5
120207,5
120209,5
120210,4
120212,5
120213,5
120215,4
120216,1
120217,2
120218,5
120219,5
120221,5
120222,5
120223,4
120224,5
120225,5
120227,5
120228,5
120229,4
120230,5
120235,5
120237,5
120239,5
120241,5
120243,2
120244,1
120245,1
120246,5
120248,5
120249,5
120250,4
120252,5
120253,4
120254,5
120258,5
120260,4
120261,5
120262,4
120264,1
120265,4
120266,4
120269,4
120270,5
120271,5
120272,5
120273,5
120275,5
120276,4
120278,5
120279,5
120280,5
120282,5
120283,4
120284,5
120285,5
120286,4
120287,4
120288,4
120289,3
120291,3
120294,4
120298,5
120301,5
120302,5
120303,5
120305,5
120307,4
120309,4
120310,5
120311,5
120312,5
120313,5
120314,4
120315,5
120316,5
120318,5
120319,3
120322,4
120323,4
120330,5
120333,4
120334,3
120337,5
120339,5
120340,5
120341,4
120342,5
120343,5
120345,5
120347,3
120348,5
120349,5
120350,5
120352,5
120353,5
120355,2
120356,5
120357,3
120358,5
120360,5
120362,5
120364,5
120365,1
120369,2
120370,5
120372,5
120374,5
120375,5
120377,5
120386,2
120387,5
120388,5
120390,5
120391,4
120392,5
120393,4
120394,4
120395,5
120396,5
120397,5
120399,5
120402,4
120403,1
120404,5
120405,5
120409,2
120410,5
120411,5
120412,5
120413,5
120415,4
120416,5
120419,5
120420,4
120421,4
120422,5
120423,4
120424,5
120427,5
120428,5
120429,5
120430,5
120431,4
120432,5
120438,5
120439,5
120440,5
120441,5
120444,5
120445,4
120446,4
120447,5
120450,4
120452,5
120453,5
120458,5
120460,5
120461,5
120462,5
120463,4
120472,5
120473,5
120474,5
120476,2
120479,4
120482,5
120484,4
120485,2
120486,5
120487,5
120491,5
120494,5
120495,5
120496,5
120500,5
120502,5
120504,5
120505,5
120507,3
120509,4
120510,4
120511,4
120512,5
120513,4
120514,5
120515,5
120517,5
120519,5
120522,5
120526,5
120527,5
120529,5
120531,5
120533,5
120536,3
120537,5
120538,5
120540,5
120548,4
120550,3
120551,5
120553,4
120554,5
120557,3
120558,4
120560,5
120564,4
120566,1
120567,1
120572,5
120573,1
120574,5
120575,1
120576,2
120577,5
120578,3
120579,5
120580,2
120581,2
120582,5
120583,3
120589,4
120592,5
120595,2
120605,3
120606,3
120607,5
120608,4
120610,3
120612,5
120613,4
120614,4
120617,5
120619,5
120620,5
120621,1
120625,5
120628,1
120632,5
120633,5
120635,5
120636,5
120639,5
120641,3
120642,5
120644,5
120645,3
120646,5
120647,5
120648,5
120649,4
120651,4
120654,5
120655,5
120656,4
120657,5
120662,3
120663,5
120664,4
120665,5
120666,4
120667,4
120669,3
120670,3
120672,3
120674,1
120675,5
120676,5
120677,1
120678,5
120679,4
120680,5
120682,5
120684,5
120685,5
120686,5
120687,5
120688,5
120689,2
120690,5
120691,5
120694,5
120697,4
120698,4
120701,5
120702,5
120703,4
120705,5
120706,5
120707,4
120708,3
120710,4
120711,4
120712,2
120715,4
120717,4
120718,4
120719,5
120721,5
120722,4
120723,2
120724,4
120727,5
120729,4
120730,5
120732,3
120733,3
120739,5
120741,4
120742,4
120744,3
120745,4
120746,5
120747,4
120748,5
120753,5
120755,5
120756,4
120758,5
120759,5
120761,4
120762,2
120763,5
120764,5
120765,5
120766,5
120767,2
120768,5
120771,4
120772,5
120773,3
120774,5
120775,5
120776,5
120778,4
120779,5
120780,4
120781,4
120782,4
120784,5
120785,5
120786,5
120787,5
120788,5
120789,3
120790,5
120791,5
120792,5
120794,5
120795,5
120796,5
120797,5
120798,4
120799,1
120802,5
120805,5
120806,5
120807,5
120808,3
120809,5
120811,5
120812,5
120813,5
120814,5
120815,5
120816,2
120817,5
120819,2
120820,5
120827,4
120828,5
120830,5
120831,5
120835,4
120837,5
120841,5
120842,5
120846,1
120849,3
120850,5
120851,3
120852,5
120853,4
120854,5
120855,4
120858,5
120859,4
120861,5
120863,5
120864,2
120865,5
120867,5
120872,5
120873,5
120874,5
120878,4
120882,5
120884,5
120885,5
120886,4
120887,5
120888,4
120889,5
120890,5
120891,5
120895,5
120896,5
120898,5
120899,4
120902,4
120904,5
120906,5
120908,5
120913,1
120915,5
120916,5
120917,5
120918,4
120919,5
120920,5
120921,5
120923,4
120924,2
120925,4
120926,4
120927,5
120928,5
120930,1
120931,2
120932,4
120935,5
120936,2
120937,5
120938,3
120939,4
120940,3
120941,5
120942,5
120945,5
120948,5
120950,5
120951,5
120959,5
120961,3
120962,5
120965,5
120966,2
120967,5
120968,4
120969,2
120970,5
120972,5
120975,5
120976,5
120977,4
120978,4
120981,5
120982,5
120983,3
120984,5
120986,4
120987,5
120988,5
120989,5
120990,5
120992,5
120993,5
120997,5
120999,5
121000,5
121001,5
121002,3
121003,5
121004,2
121006,5
121007,3
121011,4
121013,5
121017,5
121022,4
121035,5
121037,5
121038,1
121039,4
121040,5
121041,5
121043,5
121044,5
121045,5
121046,5
121048,5
121051,5
121053,5
121054,5
121055,4
121056,2
121058,4
121059,3
121061,5
121062,3
121063,5
121064,1
121069,5
121070,5
121077,4
121078,4
121079,4
121080,4
121081,5
121083,5
121087,3
121088,5
121089,1
121090,5
121091,5
121096,4
121097,4
121099,5
121100,5
121101,5
121102,4
121103,4
121104,1
121110,4
121112,4
121115,4
121117,5
121118,5
121122,4
121123,5
121126,5
121127,5
121130,4
121131,5
121132,5
121135,5
121137,5
121138,5
121139,5
121141,5
121145,5
121146,5
121153,5
121155,5
121156,5
121157,5
121158,5
121159,4
121160,5
121161,5
121162,5
121163,5
121165,5
121166,5
121167,5
121168,5
121169,5
121170,5
121171,5
121172,5
121173,5
121177,2
121181,2
121182,2
121183,4
121186,5
121187,4
121188,4
121189,3
121193,3
121195,5
121196,4
121197,5
121198,5
121199,5
121204,5
121208,5
121210,5
121211,3
121213,5
121215,5
121216,3
121217,5
121220,5
121222,5
121223,5
121225,5
121226,3
121229,5
121230,5
121231,5
121233,5
121234,3
121240,3
121241,5
121246,3
121254,5
121257,5
121258,4
121259,5
121260,4
121261,5
121263,5
121266,4
121267,5
121269,5
121270,5
121273,5
121274,5
121276,4
121278,5
121284,5
121286,5
121287,5
121288,4
121289,5
121290,5
121291,5
121292,5
121294,5
121298,5
121299,3
121304,5
121310,5
121311,5
121312,5
121313,5
121315,5
121316,5
121317,5
121318,5
121319,5
121320,5
121322,5
121324,3
121326,5
121327,5
121328,5
121329,5
121330,5
121332,5
121333,3
121334,5
121335,5
121336,5
121337,5
121338,5
121340,5
121341,5
121342,3
121343,4
121351,4
121352,5
121354,2
121356,5
121358,5
121359,2
121360,4
121363,4
121364,5
121371,4
121372,5
121373,4
121374,5
121375,5
121376,5
121377,5
121380,4
121381,5
121382,2
121383,4
121384,4
121385,4
121387,4
121388,4
121393,4
121395,5
121399,4
121400,5
121401,5
121402,5
121403,5
121415,5
121416,5
121420,5
121421,4
121423,5
121425,5
121429,5
121430,5
121431,5
121432,5
121433,5
121434,5
121436,5
121438,5
121441,5
121447,4
121448,5
121449,5
121450,2
121459,5
121463,4
121464,4
121467,5
121469,5
121470,4
121474,5
121475,4
121476,5
121477,5
121478,5
121479,5
121487,5
121489,5
121490,5
121492,5
121493,4
121494,3
121495,5
121496,5
121497,5
121498,4
121503,5
121504,5
121505,5
121523,5
121525,4
121527,5
121529,3
121530,5
121531,3
121532,3
121536,5
121537,5
121543,5
121544,5
121546,4
121547,5
121549,5
121550,5
121552,5
121556,5
121557,5
121558,5
121559,5
121567,5
121576,5
121580,5
121583,5
121584,5
121586,2
121587,5
121591,5
121595,5
121596,5
121597,4
121598,5
121599,5
121603,5
121609,5
121610,5
121611,5
121613,5
121616,5
121617,2
121620,4
121621,2
121629,5
121630,5
121631,5
121632,5
121634,4
121635,4
121636,5
121637,5
121641,5
121643,2
121644,4
121645,1
121651,5
121654,5
121655,4
121657,5
121658,5
121659,5
121660,3
121662,4
121663,5
121664,5
121665,1
121666,5
121667,5
121668,4
121669,5
121670,4
121671,5
121673,2
121674,5
121675,5
121680,5
121681,4
121682,4
121684,5
121685,5
121689,5
121690,5
121692,4
121694,3
121696,5
121697,5
121698,5
121699,4
121700,2
121702,5
121704,5
121705,4
121706,2
121710,4
121714,5
121719,3
121721,3
121725,3
121727,4
121732,5
121733,5
121738,5
121741,4
121743,5
121745,5
121746,5
121748,4
121749,5
121750,3
121751,4
121754,2
121756,3
121757,5
121759,5
121765,4
121766,5
121768,5
121769,4
121770,5
121772,5
121773,5
121774,3
121776,5
121777,5
121778,5
121779,5
121781,5
121783,5
121784,1
121785,5
121792,5
121794,5
121796,4
121801,4
121803,5
121804,4
121808,5
121815,5
121817,5
121821,5
121823,5
121824,5
121825,3
121826,5
121827,2
121828,5
121829,5
121830,5
121836,4
121839,5
121852,5
121858,5
121859,5
121863,5
121869,5
121870,4
121871,5
121874,5
121875,5
121883,5
121886,5
121892,4
121898,3
121901,3
121902,5
121915,5
121919,5
121932,2
121938,5
121953,5
121961,5
121962,5
121964,4
121965,5
121966,5
121971,2
121972,4
121973,5
121983,4
121985,5
121987,4
121989,5
121992,5
121993,5
121994,5
121999,4
122000,5
122003,5
122008,4
122009,4
122011,5
122014,5
122015,4
122020,5
122021,5
122022,4
122023,4
122026,2
122027,5
122028,5
122029,4
122031,5
122033,3
122044,4
122045,5
122048,4
122049,4
122050,5
122053,5
122057,5
122059,5
122062,5
122063,5
122064,5
122065,5
122067,5
122068,5
122075,3
122076,5
122083,1
122084,5
122088,5
122090,4
122091,2
122092,5
122093,5
122095,5
122098,5
122101,2
122102,2
122106,5
122108,5
122110,3
122113,4
122123,1
122128,3
122136,4
122137,2
122139,4
122140,5
122141,3
122142,4
122143,5
122145,4
122146,5
122147,4
122148,3
122149,3
122150,5
122151,4
122153,5
122156,5
122157,4
122158,5
122159,2
122161,5
122162,5
122163,5
122165,5
122166,3
122167,1
122168,5
122169,3
122173,1
122178,4
122180,3
122187,3
122193,5
122194,5
122197,5
122198,5
122199,4
122200,5
122201,5
122202,5
122203,4
122205,5
122207,3
122208,5
122210,5
122211,5
122213,5
122214,5
122217,5
122219,5
122226,2
122227,5
122229,5
122230,5
122231,4
122233,2
122234,4
122235,2
122237,3
122241,3
122242,4
122243,4
122244,5
122245,3
122247,5
122249,3
122253,4
122259,5
122261,5
122267,5
122269,5
122270,4
122271,4
122273,3
122280,5
122281,4
122288,3
122293,5
122296,4
122297,1
122298,5
122299,5
122301,3
122302,5
122304,5
122307,5
122310,5
122314,5
122315,5
122316,5
122318,3
122319,1
122320,4
122321,5
122322,3
122323,5
122325,5
122326,5
122329,3
122332,4
122333,5
122334,5
122335,5
122336,4
122337,5
122341,4
122342,5
122346,5
122348,5
122349,5
122353,5
122354,5
122355,3
122356,5
122358,5
122359,4
122360,5
122363,3
122365,5
122366,4
122367,4
122368,4
122369,5
122370,5
122374,5
122375,5
122379,4
122381,5
122385,3
122386,4
122391,5
122392,5
122393,5
122397,4
122398,5
122404,5
122405,5
122406,5
122409,5
122410,4
122411,3
122412,5
122413,5
122414,5
122415,5
122416,4
122418,5
122420,3
122421,4
122423,5
122424,5
122426,5
122428,5
122429,5
122431,5
122432,5
122433,3
122434,5
122435,5
122436,5
122437,5
122440,5
122442,5
122445,5
122447,4
122448,5
122449,5
122450,4
122459,3
122462,1
122465,2
122467,5
122471,5
122473,5
122474,4
122477,5
122478,3
122483,5
122484,5
122488,5
122489,4
122490,3
122491,5
122492,1
122493,5
122494,1
122496,5
122498,5
122499,3
122500,5
122501,5
122502,4
122505,3
122506,5
122507,5
122509,5
122510,5
122511,5
122512,3
122513,5
122516,5
122518,2
122519,5
122520,5
122522,5
122523,5
122524,5
122525,5
122526,5
122527,1
122530,5
122532,5
122533,5
122535,5
122538,3
122540,5
122541,5
122542,4
122543,3
122545,4
122547,3
